controller_label,fault_error_m,fault_error_ci95,recovery_time_s,rmse_m,stable_run_fraction,security_DR,security_FAR,security_AA,security_TTD_s,security_FCA_m
failure_aware,0.23246428006895054,0.0001186751569840813,14.574305555555554,0.19212917315698777,1.0,1.0,0.00027777777777777333,0.9995783545446251,0.14374999999999888,0.0057151299747137535
generic,0.2839814858984581,0.00022211230371699752,0.0,0.28200158606845777,1.0,1.0,0.00027777777777777333,0.9995078823811296,0.14374999999999888,0.006506069022021269
pid,0.28472231873295384,0.00022208288695291313,0.0,0.2791277977947321,1.0,1.0,0.00027777777777777333,0.9995078823811296,0.14374999999999888,0.00650659102104189
