filter,method,param,seed,rmse_twin,sync_count,mean_aoi
fixed,event,0.2,4,0.3768230517324373,215,3.8025
fixed,event,0.2,5,0.3831858256994433,183,5.67875
fixed,event,0.2,6,0.38113192610244423,202,3.84875
fixed,event,0.2,7,0.3951355423094452,203,4.35375
fixed,event,0.2,8,0.37065684088730505,195,4.54125
fixed,event,0.2,9,0.4027723810791928,212,3.65125
fixed,event,0.2,10,0.3820675526946588,202,4.01375
fixed,event,0.2,11,0.33753276836625573,172,5.945
fixed,event,0.2,12,0.40250200047489104,203,5.02
fixed,event,0.2,13,0.40796894642586823,189,4.7425
fixed,event,0.2,14,0.38647885367324153,187,4.90625
fixed,event,0.3,0,0.44702130754320957,161,5.1675
fixed,event,0.3,1,0.469098310048803,156,6.285
fixed,event,0.3,2,0.45386242364689106,151,8.2125
fixed,event,0.3,3,0.3968026026223175,150,7.31625
fixed,event,0.3,4,0.4059638003863959,168,4.56375
fixed,event,0.3,5,0.4109836128498423,144,8.96875
fixed,event,0.3,6,0.4099315478262219,153,6.92125
fixed,event,0.3,7,0.42084113191571715,156,6.56
fixed,event,0.3,8,0.39768059973819997,150,6.25875
fixed,event,0.3,9,0.4277154178362887,155,5.63125
fixed,event,0.3,10,0.4147496159584633,154,5.59625
fixed,event,0.3,11,0.36370275341809133,126,8.3825
fixed,event,0.3,12,0.4262858663863269,160,6.53875
fixed,event,0.3,13,0.43548804188291523,148,7.32
fixed,event,0.3,14,0.4150080839204184,135,7.10875
fixed,event,0.5,0,0.5023832063237598,99,10.74
fixed,event,0.5,1,0.5201333300721684,95,9.83
fixed,event,0.5,2,0.49534543267737574,99,11.1075
fixed,event,0.5,3,0.4479128204270824,92,11.49125
fixed,event,0.5,4,0.4476521147016964,97,9.6625
fixed,event,0.5,5,0.4582336247701258,101,10.68
fixed,event,0.5,6,0.45341061860962467,96,10.92375
fixed,event,0.5,7,0.46215612699706465,94,9.385
fixed,event,0.5,8,0.4492159473489548,95,10.225
fixed,event,0.5,9,0.48172897177750584,102,8.84375
fixed,event,0.5,10,0.45032387788479317,87,12.3375
fixed,event,0.5,11,0.4120089950420103,74,12.9175
fixed,event,0.5,12,0.48038782084435566,107,8.765
fixed,event,0.5,13,0.49637301258773747,93,10.88875
fixed,event,0.5,14,0.4621060989842342,89,10.37
fixed,event,0.75,0,0.5322082656282916,54,16.05125
fixed,event,0.75,1,0.57311272772852,62,16.12625
fixed,event,0.75,2,0.5569008526683661,55,16.675
fixed,event,0.75,3,0.50862090959031,58,14.98875
fixed,event,0.75,4,0.4878486425599813,44,18.07125
fixed,event,0.75,5,0.534751357304295,66,15.285
fixed,event,0.75,6,0.5250866902226298,53,15.685
fixed,event,0.75,7,0.5282841291028088,58,15.06
fixed,event,0.75,8,0.5114701660299973,50,18.2075
fixed,event,0.75,9,0.5364477533076204,55,16.93
fixed,event,0.75,10,0.4949443950687316,48,14.47125
fixed,event,0.75,11,0.47515179400173013,45,19.3925
fixed,event,0.75,12,0.5190875720917585,58,16.16
fixed,event,0.75,13,0.5386683231764666,57,17.29
fixed,event,0.75,14,0.5247711550037001,54,14.495
fixed,event,1.0,0,0.5964419108521266,33,22.155
fixed,event,1.0,1,0.6181676123408116,37,22.86
fixed,event,1.0,2,0.6399423305214281,36,25.30375
fixed,event,1.0,3,0.5890866071338171,34,21.635
fixed,event,1.0,4,0.5642354174710544,25,27.8775
fixed,event,1.0,5,0.6306303975645676,34,26.855
fixed,event,1.0,6,0.5745939908441231,35,24.58375
fixed,event,1.0,7,0.5798640928669898,38,22.43125
fixed,event,1.0,8,0.6093138501879155,37,21.3625
fixed,event,1.0,9,0.6198987216653894,36,18.89125
fixed,event,1.0,10,0.5796790353150706,40,18.65625
fixed,event,1.0,11,0.5685853825844077,28,21.91375
fixed,event,1.0,12,0.598390297586186,29,24.4025
fixed,event,1.0,13,0.6567116676356217,38,20.42125
fixed,event,1.0,14,0.6210233323715584,36,19.55375
fixed,event,1.5,0,0.8876455774036099,23,37.75875
fixed,event,1.5,1,0.8104833049654128,19,34.3975
fixed,event,1.5,2,0.7782654308633938,22,30.41875
fixed,event,1.5,3,0.7495845815314061,16,37.6425
fixed,event,1.5,4,0.783145416566017,17,32.6275
fixed,event,1.5,5,0.7374648606166245,16,43.06625
fixed,event,1.5,6,0.7889145206439159,21,32.35
fixed,event,1.5,7,0.7538282775018159,17,45.015
fixed,event,1.5,8,0.7554774802287286,18,57.4825
fixed,event,1.5,9,0.8224922890275715,22,37.84375
fixed,event,1.5,10,0.7539575411526436,17,46.94375
fixed,event,1.5,11,0.7627642654549722,18,31.2425
fixed,event,1.5,12,0.8085218540355692,22,32.28375
fixed,event,1.5,13,0.7767255952307418,22,30.2925
fixed,event,1.5,14,0.7536531074898583,20,35.11875
fixed,event,2.0,0,1.092317183663352,14,36.0125
fixed,event,2.0,1,1.0184117014614231,16,49.99625
fixed,event,2.0,2,0.9267606303459233,10,74.03
fixed,event,2.0,3,0.9914906118791913,15,38.48875
