scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
jamming_full,failure_aware,failure_aware,full,0,0.15843635512596427,0.23354918737189226,0.22978980814382266,47.40883630288629,45.036035423264494,0.25919000505199696,,0.0,0.2028834973374952,0.015456443306478773,0,0.0,128.9801460189729,1.0,0.85,1,1.0,0.0,1.0,1.0,0.0,,0.007698011238091491
