scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
wind,generic,generic,full,13,0.27884497190296653,0.3909428694970834,0.24857192938821726,40.20079574292094,-10.856585402330222,0.717825392678642,11.354166666666668,1.6458333333333321,0.32205763697636336,0.22504238610767113,0,0.0,96.67710871112405,1.0,1.0,1,0.0,0.0,0.0,0.41875,,1.0,0.044072021392683645
