flight,method,label,rmse_m,mean_nees,mean_pos_nees,lqg_cost,mean_dt_err_m,soft_rew_rate,hard_rej_rate,outlier_count
Opt1,adaptive_r,Radar covariance adaptive R,118.16617134408676,47.249695980381965,25.04484306539911,286441266.79871243,70.69459864652526,0.0,0.0,363
Opt1,adaptive_r_gate,Adaptive R + NIS gate,118.21859632912349,47.2544080059949,25.04831443159507,286695947.09909976,70.70830129427331,0.000525486074619,0.0,363
Opt1,fixed_kf,Fixed-R KF,115.6682913609894,156.21092485380072,85.11877264328118,274725742.7182211,69.94744364689237,0.0,0.0,363
Opt2,adaptive_r,Radar covariance adaptive R,39.49471589537373,7.80881126750842,3.179927297217364,36893043.455870934,40.20965240179841,0.0,0.0,165
Opt2,adaptive_r_gate,Adaptive R + NIS gate,39.598877073980816,7.813795586328305,3.183993618552516,37083906.2210492,40.23915211985259,0.0011068068622025,0.0,165
Opt2,fixed_kf,Fixed-R KF,35.612574488615635,27.822034599954417,15.02505153823095,29869712.67734885,36.59379497058221,0.0,0.0,165
Opt3,adaptive_r,Radar covariance adaptive R,46.46951737551767,5.036189233499518,2.6944264641167956,38084136.86663888,40.62472270588468,0.0,0.0,277
Opt3,adaptive_r_gate,Adaptive R + NIS gate,46.46951737551767,5.036189233499518,2.6944264641167956,38084136.86663888,40.62472270588468,0.0,0.0,277
Opt3,fixed_kf,Fixed-R KF,48.69228650705935,25.993758286698597,14.95989304126431,42011370.1946036,41.96484586475531,0.0,0.0,277
