flight,n_seeds,median_assoc_error_m,proposed_rmse_m,periodic_rmse_m,rmse_gain_vs_periodic_pct,proposed_mean_aoi,periodic_mean_aoi,event_mean_aoi,proposed_full_syncs,periodic_full_syncs,sync_reduction_vs_periodic_pct,proposed_fuses
Opt1,30,32.814581475254855,118.34445338522247,120.71603528554287,1.964595585591131,1.564407076545805,4.4944823962165,0.024785426519530522,71.5,190.0,62.36842105263158,1036.3333333333333
Opt2,30,25.984650525236123,40.33399630751061,46.18706188215014,12.672521992358119,1.8519645821804096,4.494189263973436,0.09317469101641758,31.133333333333333,180.0,82.70370370370371,790.2666666666667
Opt3,30,30.68454248048848,46.84188580510799,52.56862761465253,10.893839290467442,1.476830265848671,4.5,0.025316973415132876,69.36666666666666,162.0,57.18106995884774,824.7333333333333
