seq,proposed_aoi,event_aoi,aoi_reduction_vs_event_pct,proposed_rmse,periodic_rmse,rmse_improvement_vs_periodic_pct,proposed_syncs,proposed_fuses
scenario23_seq20,7.748091603053435,111.36768447837149,93.04278288684526,58.145301891882895,58.852487212782535,1.2016235071642685,55.333333333333336,12.333333333333334
scenario23_seq32,6.710330138445154,134.36528221512248,95.00590477851136,101.77535695529588,102.48254802673871,0.6900600005166951,98.33333333333333,13.333333333333334
