scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
spoofing_subtle,failure_aware,failure_aware,full,4,0.15845047860575107,0.08780129147419215,0.16390166025234632,-44.58755047837051,3.440306204538908,0.17465144044444725,0.0,2.3333333333333357,0.15319122815985414,0.05061135069711176,0,0.0,131.07029355440773,1.0,1.0,1,1.0,0.0,1.0,0.9041666666666667,0.16666666666666785,,0.007439999093155628
