flight,seed,filter,method,rmse_twin,mean_aoi,max_aoi,lqg_cost,sync_count,fuse_count,median_assoc_error_m,median_sinr_db,samples
Opt1,0,fixed,proposed,115.76707204774088,0.8523384130320546,20.0,274725742.7182211,410.0,983.0,32.814581475254855,21.93713,1903
Opt1,0,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,0,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,0,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,1,fixed,proposed,115.76076443008827,0.8528638991066737,20.0,274725742.7182211,407.0,992.0,32.814581475254855,21.93713,1903
Opt1,1,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,1,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,1,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,2,fixed,proposed,115.75317873760912,0.8244876510772464,20.0,274725742.7182211,410.0,993.0,32.814581475254855,21.93713,1903
Opt1,2,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,2,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,2,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,3,fixed,proposed,115.75342992065707,0.8197582764056752,20.0,274725742.7182211,411.0,985.0,32.814581475254855,21.93713,1903
Opt1,3,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,3,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,3,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,4,fixed,proposed,115.75919636387916,0.8271150814503415,20.0,274725742.7182211,409.0,986.0,32.814581475254855,21.93713,1903
Opt1,4,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,4,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,4,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,5,fixed,proposed,115.75159956362536,0.8244876510772464,20.0,274725742.7182211,407.0,988.0,32.814581475254855,21.93713,1903
Opt1,5,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,5,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,5,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,6,fixed,proposed,115.7538992154511,0.8570677877036259,20.0,274725742.7182211,407.0,984.0,32.814581475254855,21.93713,1903
Opt1,6,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,6,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,6,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,7,fixed,proposed,115.76089131514493,0.8218602207041513,20.0,274725742.7182211,407.0,988.0,32.814581475254855,21.93713,1903
Opt1,7,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,7,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,7,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,8,fixed,proposed,115.77049674499925,0.8775617446137677,20.0,274725742.7182211,406.0,992.0,32.814581475254855,21.93713,1903
Opt1,8,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,8,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,8,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,9,fixed,proposed,115.75050938191087,0.815028901734104,20.0,274725742.7182211,415.0,978.0,32.814581475254855,21.93713,1903
Opt1,9,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,9,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,9,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,10,fixed,proposed,115.74048876677305,0.8449816079873883,20.0,274725742.7182211,408.0,995.0,32.814581475254855,21.93713,1903
Opt1,10,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,10,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,10,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,11,fixed,proposed,115.7519492135662,0.8497109826589595,20.0,274725742.7182211,412.0,987.0,32.814581475254855,21.93713,1903
Opt1,11,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,11,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,11,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,12,fixed,proposed,115.78049435453906,0.8318444561219128,20.0,274725742.7182211,408.0,995.0,32.814581475254855,21.93713,1903
Opt1,12,fixed,periodic,119.91442884964535,4.4944823962165,9.0,274725742.7182211,190.0,0.0,32.814581475254855,21.93713,1903
Opt1,12,fixed,event,115.66827034750283,0.004203888596952181,1.0,274725742.7182211,1894.0,0.0,32.814581475254855,21.93713,1903
Opt1,12,fixed,unconditional,115.66829136098939,0.0,0.0,274725742.7182211,1902.0,0.0,32.814581475254855,21.93713,1903
Opt1,13,fixed,proposed,115.76269390496921,0.8176563321071991,20.0,274725742.7182211,409.0,987.0,32.814581475254855,21.93713,1903
