flight,seed,filter,method,rmse_twin,mean_aoi,max_aoi,lqg_cost,sync_count,fuse_count,median_assoc_error_m,median_sinr_db,samples
Opt3,0,good,proposed,46.808014968503564,1.4331288343558282,20.0,38067231.772693105,70.0,831.0,30.68454248048848,21.79298305,1630
Opt3,0,good,periodic,52.475334897545764,4.5,9.0,38067231.772693105,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,0,good,event,46.46021962787217,0.024539877300613498,1.0,38067231.772693105,1589.0,0.0,30.68454248048848,21.79298305,1630
Opt3,0,good,unconditional,46.46003409088468,0.0,0.0,38067231.772693105,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,good,proposed,46.78722265331519,1.4423312883435584,20.0,37971052.76478116,69.0,817.0,30.68454248048848,21.79298305,1630
Opt3,1,good,periodic,52.543899490235184,4.5,9.0,37971052.76478116,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,good,event,46.40019126347696,0.027607361963190184,2.0,37971052.76478116,1585.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,good,unconditional,46.40008652637122,0.0,0.0,37971052.76478116,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,good,proposed,46.95999374809251,1.4429447852760737,20.0,38268860.750178784,70.0,830.0,30.68454248048848,21.79298305,1630
Opt3,2,good,periodic,52.63794603605495,4.5,9.0,38268860.750178784,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,good,event,46.58196537358466,0.025153374233128835,1.0,38268860.750178784,1588.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,good,unconditional,46.582209047625,0.0,0.0,38268860.750178784,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,good,proposed,46.84044550577413,1.4920245398773007,20.0,38113589.86671479,72.0,821.0,30.68454248048848,21.79298305,1630
Opt3,3,good,periodic,52.63162854942086,4.5,9.0,38113589.86671479,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,good,event,46.48655464087932,0.025766871165644172,1.0,38113589.86671479,1587.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,good,unconditional,46.48659766828348,0.0,0.0,38113589.86671479,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,good,proposed,46.910307378823646,1.4061349693251535,20.0,38177386.836190924,67.0,836.0,30.68454248048848,21.79298305,1630
Opt3,4,good,periodic,52.611070741152176,4.5,9.0,38177386.836190924,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,good,event,46.52570313138244,0.02638036809815951,1.0,38177386.836190924,1586.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,good,unconditional,46.52593322479134,0.0,0.0,38177386.836190924,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,good,proposed,46.76725555371157,1.4595092024539877,20.0,38015480.24736046,70.0,822.0,30.68454248048848,21.79298305,1630
Opt3,5,good,periodic,52.54562863033946,4.5,9.0,38015480.24736046,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,good,event,46.427122945148255,0.023312883435582823,1.0,38015480.24736046,1591.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,good,unconditional,46.42706574747409,0.0,0.0,38015480.24736046,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,good,proposed,46.82837278022147,1.445398773006135,20.0,38088037.81796929,69.0,828.0,30.68454248048848,21.79298305,1630
Opt3,6,good,periodic,52.53082939643856,4.5,9.0,38088037.81796929,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,good,event,46.47202417991432,0.02883435582822086,2.0,38088037.81796929,1584.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,good,unconditional,46.472178406666764,0.0,0.0,38088037.81796929,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,good,proposed,46.8762683443411,1.525153374233129,20.0,38132638.09920058,71.0,821.0,30.68454248048848,21.79298305,1630
Opt3,7,good,periodic,52.63580492092095,4.5,9.0,38132638.09920058,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,good,event,46.4990386379904,0.02638036809815951,1.0,38132638.09920058,1586.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,good,unconditional,46.49891035664525,0.0,0.0,38132638.09920058,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,8,good,proposed,46.82857077708071,1.465644171779141,20.0,38036705.50058006,69.0,828.0,30.68454248048848,21.79298305,1630
Opt3,8,good,periodic,52.46130560009845,4.5,9.0,38036705.50058006,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,8,good,event,46.44100280486413,0.02638036809815951,1.0,38036705.50058006,1586.0,0.0,30.68454248048848,21.79298305,1630
