scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
nominal,failure_aware,failure_aware,full,2,0.1584243756918167,0.16212765400078183,0.15252273185412862,2.3375685040849596,-3.725211989579527,0.17214209091044988,0.0,0.0,0.16297477005161778,0.01285261731641607,0,0.0,128.64747964550182,1.0,1.0,1,0.0,0.0,,,,,0.005704328340638509
