flight,k,t,method,action,twin_err,aoi,Ck,Dk,Dr,q,sinr_db,assoc_error_m
Opt3,0,0.0,proposed,SYNC,181.1894253968645,0,0.00048168925238027883,181.01787738089763,1801.5011364531726,0.04,13.9918747,181.1894253968645
Opt3,0,0.0,periodic,SYNC,181.1894253968645,0,0.00048168925238027883,181.01787738089763,1801.5011364531726,0.04,13.9918747,181.1894253968645
Opt3,0,0.0,event,SYNC,181.1894253968645,0,0.00048168925238027883,181.01787738089763,1801.5011364531726,0.04,13.9918747,181.1894253968645
Opt3,0,0.0,unconditional,SYNC,181.1894253968645,0,0.00048168925238027883,181.01787738089763,1801.5011364531726,0.04,13.9918747,181.1894253968645
Opt3,1,1.7937591075897217,proposed,SYNC,170.89123657127823,0,0.0005836813433320366,10.476426508762607,104.15632405620951,0.04,14.3215132,52.07652002939183
Opt3,1,1.7937591075897217,periodic,HOLD,181.20580044115152,1,0.0005836813433320366,10.476426508762607,104.15632405620951,0.04,14.3215132,52.07652002939183
Opt3,1,1.7937591075897217,event,SYNC,170.89123657127823,0,0.0005836813433320366,10.476426508762607,104.15632405620951,0.04,14.3215132,52.07652002939183
Opt3,1,1.7937591075897217,unconditional,SYNC,170.89123657127823,0,0.0005836813433320366,10.476426508762607,104.15632405620951,0.04,14.3215132,52.07652002939183
Opt3,2,4.612523317337036,proposed,SYNC,139.40739889939064,0,0.0008388644160551328,33.1396930703615,328.640085965557,0.04,15.6496,89.9602630276438
Opt3,2,4.612523317337036,periodic,HOLD,181.46071539304032,2,0.0008388644160551328,43.575190664310796,432.1269474487749,0.04,15.6496,89.9602630276438
Opt3,2,4.612523317337036,event,SYNC,139.40739889939064,0,0.0008388644160551328,33.1396930703615,328.640085965557,0.04,15.6496,89.9602630276438
Opt3,2,4.612523317337036,unconditional,SYNC,139.40739889939064,0,0.0008388644160551328,33.1396930703615,328.640085965557,0.04,15.6496,89.9602630276438
Opt3,3,9.481297731399536,proposed,SYNC,105.99282947041122,0,0.0026835949385199745,28.731656203468496,279.80765788995876,0.0730791030619593,18.9267426,4.411706354288262
