seq,seed,method,filter,rmse_twin,mean_aoi,max_aoi,lqg_cost,sync_count,fuse_count
scenario23_seq20,0,proposed,fixed,0.9579030087719966,0.015267175572519083,1.0,33054.074291744015,63,194
scenario23_seq20,0,periodic,fixed,1.9081151741674973,4.469465648854962,9.0,33054.074291744015,26,0
scenario23_seq20,0,event,fixed,0.9527319437029595,1.1030534351145038,8.0,33054.074291744015,118,0
scenario23_seq20,0,unconditional,fixed,0.8821886312991991,0.0,0.0,33054.074291744015,261,0
scenario23_seq20,1,proposed,fixed,0.8771042387769957,0.03816793893129771,3.0,39835.949576950086,61,193
scenario23_seq20,1,periodic,fixed,1.6906047751769548,4.469465648854962,9.0,39835.949576950086,26,0
scenario23_seq20,1,event,fixed,0.8751714112945082,1.2709923664122138,9.0,39835.949576950086,111,0
scenario23_seq20,1,unconditional,fixed,0.8044346206718194,0.0,0.0,39835.949576950086,261,0
scenario23_seq20,2,proposed,fixed,0.8101680834701324,0.04580152671755725,2.0,28578.465224316868,62,190
scenario23_seq20,2,periodic,fixed,1.612647212317823,4.469465648854962,9.0,28578.465224316868,26,0
scenario23_seq20,2,event,fixed,0.8062173362946354,1.0610687022900764,7.0,28578.465224316868,115,0
scenario23_seq20,2,unconditional,fixed,0.7306720305802921,0.0,0.0,28578.465224316868,261,0
scenario23_seq20,3,proposed,fixed,0.9139262173727842,0.03816793893129771,2.0,31443.971179988082,71,181
scenario23_seq20,3,periodic,fixed,1.7217938528677943,4.469465648854962,9.0,31443.971179988082,26,0
scenario23_seq20,3,event,fixed,0.9088243664029989,0.9465648854961832,6.0,31443.971179988082,122,0
scenario23_seq20,3,unconditional,fixed,0.8418724127151692,0.0,0.0,31443.971179988082,261,0
scenario23_seq20,4,proposed,fixed,0.9149873539354559,0.007633587786259542,1.0,31194.307317562252,74,185
scenario23_seq20,4,periodic,fixed,1.7288608943709984,4.469465648854962,9.0,31194.307317562252,26,0
scenario23_seq20,4,event,fixed,0.9173873488780687,1.0076335877862594,12.0,31194.307317562252,125,0
scenario23_seq20,4,unconditional,fixed,0.8416143104211916,0.0,0.0,31194.307317562252,261,0
scenario23_seq20,5,proposed,fixed,1.029951514250019,0.030534351145038167,2.0,59154.754080450955,76,179
scenario23_seq20,5,periodic,fixed,2.3275959035367504,4.469465648854962,9.0,59154.754080450955,26,0
scenario23_seq20,5,event,fixed,1.022805254143333,1.0114503816793894,10.0,59154.754080450955,129,0
scenario23_seq20,5,unconditional,fixed,0.9645812869769287,0.0,0.0,59154.754080450955,261,0
scenario23_seq20,6,proposed,fixed,0.8499498484776353,0.04198473282442748,2.0,30423.71325870045,67,184
scenario23_seq20,6,periodic,fixed,1.6243235808426504,4.469465648854962,9.0,30423.71325870045,26,0
scenario23_seq20,6,event,fixed,0.8456060309484238,1.0954198473282444,7.0,30423.71325870045,116,0
scenario23_seq20,6,unconditional,fixed,0.7709522524492601,0.0,0.0,30423.71325870045,261,0
scenario23_seq20,7,proposed,fixed,0.8660012866556266,0.026717557251908396,2.0,28271.69793956894,73,182
scenario23_seq20,7,periodic,fixed,1.616063201303492,4.469465648854962,9.0,28271.69793956894,26,0
scenario23_seq20,7,event,fixed,0.867804631171949,1.083969465648855,9.0,28271.69793956894,118,0
scenario23_seq20,7,unconditional,fixed,0.79369142631163,0.0,0.0,28271.69793956894,261,0
