controller_label,fault_error_m,fault_error_ci95,recovery_time_s,rmse_m,stable_run_fraction,security_DR,security_FAR,security_AA,security_TTD_s,security_FCA_m
failure_aware,0.08736390590595945,0.00020853270593610727,0.0,0.1530341799927223,1.0,1.0,0.00027777777777777333,0.9996491228070176,0.1256944444444445,0.008307461540702842
generic,0.27390196843172754,0.00022555223607121586,0.0,0.27959878725242304,1.0,0.9997916666666666,0.00027777777777777333,0.999507433830843,0.1819444444444445,0.01534177665619033
pid,0.2746658912272233,0.0002255535570785301,0.0,0.27670012217625106,1.0,0.9997916666666666,0.00027777777777777333,0.999507433830843,0.1819444444444445,0.015333068992321813
