scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
jamming_partial,pid,pid,full,13,0.27749902767563517,0.2857808785922388,0.26487800548096624,2.984461237926984,-4.548132042257629,0.2981589823586178,0.0,0.0,0.2792119939787901,0.012746943029523727,0,0.0,88.1059625233465,1.0,0.8878125,1,1.0,0.0,1.0,0.91875,0.14583333333333215,,0.0065363801099395024
