controller_label,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run_fraction,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m,fault_error_std,fault_error_ci95,rmse_ci95
failure_aware,0.1584752320170182,0.15086995017252586,0.14350341182992757,-4.798638095547249,-9.447259952477285,0.2899479074233748,0.0,1.0354166666666662,0.16276234581805368,0.053611502748592034,0.0,0.0,139.59895710085692,1.0,0.85,1.0,1.0,0.00027777777777777333,1.0,1.0,0.0,,0.02089505947967764,0.0014872838163624271,0.0005322176784809304,0.00020294778574896227
generic,0.2786252572547282,0.3916222810127332,0.24880873928350158,40.55562012198355,-10.701080941146333,0.7189787144164782,11.356250000000001,1.6416666666666655,0.3224704728323381,0.2202978415333376,0.0,0.0,96.36449516994834,1.0,0.85,1.0,1.0,0.00027777777777777333,1.0,0.9999305555555557,0.0,,0.040726784300816894,0.0006533256784427779,0.00023378959150057834,0.0001108327582869389
pid,0.2772754575113509,0.39610064950086005,0.24406890523599983,42.855012152903356,-11.975802737729943,0.6299698732457609,11.25138888888889,1.5027777777777775,0.31935595518273,0.01528131460090946,0.0,0.0,96.19453577606382,1.0,0.85,1.0,1.0,0.00027777777777777333,1.0,0.9999305555555557,0.0,,0.006396209886657373,0.000665719750244321,0.00023822475313453706,0.00011359916342247376
