controller_label,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run_fraction,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m,fault_error_std,fault_error_ci95,rmse_ci95
failure_aware,0.1584752320170182,0.16225845052615787,0.15283994242820692,2.387472518124413,-3.555762594188701,0.17237903273199245,0.0,0.0,0.16320661279680285,0.015057691710946742,0.0,0.0,128.93445118914255,1.0,1.0,1.0,0.00013888888888888667,0.00027777777777777333,,,,,0.005797142603084037,0.00027871234752867155,9.973593266715875e-05,5.9511949011668607e-05
generic,0.2786252572547282,0.2839859146275234,0.26476681403974106,1.9242940100294177,-4.973616606695817,0.29814286150777985,0.0,0.0,0.28200326479814725,0.2202978415333376,0.0,0.0,87.55959742736246,1.0,1.0,1.0,0.00013888888888888667,0.00027777777777777333,,,,,0.0064797463982096,0.000625948152015893,0.00022399266948934906,9.596230684096454e-05
pid,0.2772754575113509,0.28472667245067285,0.2649205074176643,2.6876300171837366,-4.455588939651368,0.29839716148713386,0.0,0.0,0.2791294796176474,0.015353757854507127,0.0,0.0,87.50384261363783,1.0,1.0,1.0,0.00013888888888888667,0.00027777777777777333,,,,,0.006480460322615406,0.0006257995459256289,0.00022393949148290766,9.64337990132699e-05
