controller_label,fault_error_m,fault_error_ci95,recovery_time_s,rmse_m,stable_run_fraction,security_DR,security_FAR,security_AA,security_TTD_s,security_FCA_m
failure_aware,0.16225845052615787,9.973593266715875e-05,0.0,0.16320661279680285,1.0,0.00013888888888888667,0.00027777777777777333,,,0.005797142603084037
generic,0.2839859146275234,0.00022399266948934906,0.0,0.28200326479814725,1.0,0.00013888888888888667,0.00027777777777777333,,,0.0064797463982096
pid,0.28472667245067285,0.00022393949148290766,0.0,0.2791294796176474,1.0,0.00013888888888888667,0.00027777777777777333,,,0.006480460322615406
