scenario,controller,controller_label,ablation,seed,pre_fault_error_m,fault_error_m,post_fault_error_m,degradation_pct,post_degradation_pct,peak_error_spike_m,recovery_time_s,settling_time_s,rmse_m,max_formation_deformation_m,spacing_violation_count,time_above_safety_s,control_effort_total,mean_connectivity,mean_comm_health,stable_run,security_DR,security_FAR,security_AA,security_raw_AA,security_TTD_s,security_DisR,security_FCA_m
replay,failure_aware,failure_aware,full,8,0.15853727366124504,0.2294457690794559,0.22241974347315063,44.72670292648327,40.294921400254836,0.2599109883000428,,0.0,0.19950440655848944,0.03301385262227452,0,0.0,130.41826553225678,1.0,1.0,1,1.0,0.0020833333333333333,1.0,0.86875,0.16666666666666785,,0.014021723091031077
