t,scenario,controller,controller_label,ablation,seed,mean_err_nominal_m,max_err_nominal_m,mean_err_cmd_m,max_err_cmd_m,formation_error_m,max_formation_deformation_m,spacing_violations,connectivity_rate,comm_health_rate,neighbor_count_mean,group_drift_m,sensor_residual_m,innovation_norm_m,nis,measurement_accept_rate,measurement_weight,bias_estimate_norm_m,diagnosed_fault,sensor_confidence,wind_confidence,comm_confidence,supervisor_mode,speed_scale,formation_scale,consensus_scale,control_effort,supervisor_compensation_norm,disturbance_estimate_norm,integral_norm,saturation_rate,measurement_dropout_count,ids_chi2_swarm,ids_anomaly_flag,ids_k_hat_raw,ids_k_hat,ids_ttd_s,ids_cusum_wind,ids_cusum_jamming,ids_cusum_spoofing,ids_cusum_replay,security_true_attack,debug_agent0_meas_err_m,debug_agent0_twin_err_m,debug_qcomm_min,debug_qcomm_mean,debug_target_k3,debug_agent0_broadcast_offset_m,debug_replay_clean_ts_10,debug_replay_attacked_ts_10,debug_replay_staleness_10_s,debug_replay_pos_delta_10_m,debug_mpc_mode,debug_delta_norm_0,debug_delta_norm_1,debug_delta_norm_2,debug_delta_norm_3,debug_omega_0,debug_omega_1,debug_omega_2,debug_omega_3
2.3958333333333335,spoofing_strong,pid,pid,full,5,0.37795686249865895,0.3784964237759376,0.3779580784704639,0.38384818891220573,0.0020716832521835106,0.005342530611863738,0,1.0,1.0,3.0,0.37794953806723075,0.024823538215786835,0.05273196000591833,0.004053800916864518,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,3.6025410588894324,0.0,0.43422222678112105,0.8646183633327069,0.0,0,1.837866958111174,0.0,1,0,,0.0,0.0,0.0,0.0,3,0.033726327417903414,0.024453091434285434,1.0,1.0,-1,0.033726327417903414,2.3958333333333335,2.3958333333333335,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.4166666666666665,spoofing_strong,pid,pid,full,5,0.3748272399954095,0.37559026785372995,0.37488905387687255,0.38137371997713493,0.002074234740753045,0.005475544430115775,0,1.0,1.0,3.0,0.3748197899686365,0.024255813520396886,0.05061131654957256,0.003436394184664516,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,3.039970086663536,0.0,0.4347650809371947,0.8720793650805745,0.0,0,0.9077430435495297,0.0,1,0,,0.0,0.0,0.0,0.0,3,0.005960090055537877,0.013024735459958919,1.0,1.0,-1,0.005960090055537877,2.4166666666666665,2.4166666666666665,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.4375,spoofing_strong,pid,pid,full,5,0.3716213744403215,0.3724376659392773,0.37166071365571673,0.3733804629387252,0.002096783219193211,0.005537738272285875,0,1.0,1.0,3.0,0.37161372618634947,0.023763060269305976,0.045536943222137104,0.0028277103021664683,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,1.6793032581513507,0.0,0.4358821218862994,0.8791488820487792,0.0,0,0.669512331117794,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.021704804565969578,0.014644047464085406,1.0,1.0,-1,0.021704804565969578,2.4375,2.4375,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.4583333333333335,spoofing_strong,pid,pid,full,5,0.3684548733364407,0.369279600046105,0.3684502836968294,0.37477855491856443,0.002088882796155706,0.00532721362885491,0,1.0,1.0,3.0,0.3684475257173714,0.018273029007938812,0.03760686880993562,0.0031017914010514737,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,2.4591543228935455,0.0,0.436523122714975,0.8867059451568662,0.0,0,1.355296192132329,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.04253947247581812,0.020883692888334048,1.0,1.0,-1,0.04253947247581812,2.4583333333333335,2.4583333333333335,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.4791666666666665,spoofing_strong,pid,pid,full,5,0.36530658739547733,0.3661994471065339,0.36531358659950103,0.3727188286527211,0.0020891054927468745,0.005138367326287252,0,1.0,1.0,3.0,0.36529956923271867,0.022167956094634365,0.0268969162820905,0.0014005434210772453,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,1.9683904561930896,0.0,0.4366760375156343,0.893786194253696,0.0,0,0.8116211375789267,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.028670194622177247,0.016339701187614644,1.0,1.0,-1,0.028670194622177247,2.4791666666666665,2.4791666666666665,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.5,spoofing_strong,pid,pid,full,5,0.36216950678174276,0.3631742199399238,0.3621813684556233,0.3646177472296336,0.0021193219340822334,0.00518843489286569,0,1.0,1.0,3.0,0.36216248198119294,0.0212606326559263,0.023591488868879646,0.0011094365089544796,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,1.4281864411828775,0.0,0.43706364847386736,0.9006333940594589,0.0,0,0.2245014769976536,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.023699427339219422,0.022235777105257995,1.0,1.0,-1,0.023699427339219422,2.5,2.5,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.5208333333333335,spoofing_strong,pid,pid,full,5,0.35910595528412237,0.3601804242798337,0.3591470789169662,0.36323993488130796,0.0021720919676126134,0.005410266210625014,0,1.0,1.0,3.0,0.3590986410902171,0.02408752939895885,0.04323448068945924,0.0030429729264189794,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,2.6877627295675786,0.0,0.4369527517446955,0.9076936100208988,0.0,0,1.5042959551425592,0.0,1,0,,0.0,0.0,0.0,0.0,3,0.01806013914087982,0.005896670411943971,1.0,1.0,-1,0.01806013914087982,2.5208333333333335,2.5208333333333335,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.5416666666666665,spoofing_strong,pid,pid,full,5,0.35609582728740896,0.3571704015893789,0.35610152782809384,0.3601168444023028,0.0022262088327957,0.005597143472353849,0,1.0,1.0,3.0,0.3560883966373443,0.016870839744345882,0.03360685130970847,0.0028140263710586784,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,2.258660818651874,0.0,0.4365064168779103,0.9146348437369688,0.0,0,0.8614186167786961,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.010014310874693046,0.008047828262010986,1.0,1.0,-1,0.010014310874693046,2.5416666666666665,2.5416666666666665,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.5625,spoofing_strong,pid,pid,full,5,0.35308382197688254,0.3541542281108004,0.35313473318830124,0.36029073345912027,0.002282397941150981,0.00573186105077883,0,1.0,1.0,3.0,0.3530764459599222,0.025475471617538683,0.03074108456250224,0.0015224352002189711,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,2.678570304608129,0.0,0.4364184526761641,0.9214259133419581,0.0,0,0.8973547310510912,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.035991593384685494,0.02009044858705958,1.0,1.0,-1,0.035991593384685494,2.5625,2.5625,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
2.5833333333333335,spoofing_strong,pid,pid,full,5,0.35006876270405785,0.35123674910929514,0.3500752025652072,0.3599542570637543,0.002317221733273609,0.005689512320656398,0,1.0,1.0,3.0,0.3500615854220328,0.02641188186366754,0.028921291876188287,0.0011870848535636463,1.0,0.55,0.0,wind,0.0,1.0,0.0,nominal,1.0,1.0,1.0,2.2387226568820306,0.0,0.4365926895961811,0.9282784409024974,0.0,0,0.6089509486427815,0.0,2,0,,0.0,0.0,0.0,0.0,3,0.005493941031973129,0.011069562685667184,1.0,1.0,-1,0.005493941031973129,2.5833333333333335,2.5833333333333335,0.0,0.0,nominal,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
