flight,seed,method,rmse_twin,mean_aoi,max_aoi,lqg_cost,sync_count,fuse_count,median_assoc_error_m,median_sinr_db,samples
Opt2,18,unconditional,39.63046546124191,0.0,0.0,37137264.634925745,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,19,proposed,40.346156926872766,1.8859988931931377,20.0,37063676.86932482,31.0,786.0,25.984650525236123,22.9163589,1807
Opt2,19,periodic,46.22319265964378,4.494189263973436,9.0,37063676.86932482,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,19,event,39.590368936374325,0.09297177642501384,3.0,37063676.86932482,1661.0,0.0,25.984650525236123,22.9163589,1807
Opt2,19,unconditional,39.587819425983035,0.0,0.0,37063676.86932482,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,20,proposed,40.196410946425104,1.87825124515772,20.0,36834417.773481995,33.0,788.0,25.984650525236123,22.9163589,1807
Opt2,20,periodic,46.03427266285436,4.494189263973436,9.0,36834417.773481995,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,20,event,39.46678463988493,0.09905921416712783,4.0,36834417.773481995,1657.0,0.0,25.984650525236123,22.9163589,1807
Opt2,20,unconditional,39.46430493401481,0.0,0.0,36834417.773481995,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,21,proposed,40.3346707139891,1.8633093525179856,20.0,37137521.259066276,31.0,786.0,25.984650525236123,22.9163589,1807
Opt2,21,periodic,46.1940282185238,4.494189263973436,9.0,37137521.259066276,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,21,event,39.6326366414265,0.09186496956281129,4.0,37137521.259066276,1659.0,0.0,25.984650525236123,22.9163589,1807
Opt2,21,unconditional,39.63022406759911,0.0,0.0,37137521.259066276,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,22,proposed,40.41876324383149,1.9136690647482015,20.0,37254201.47710474,32.0,782.0,25.984650525236123,22.9163589,1807
Opt2,22,periodic,46.27682223254757,4.494189263973436,9.0,37254201.47710474,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,22,event,39.693761790694076,0.09131156613171001,3.0,37254201.47710474,1662.0,0.0,25.984650525236123,22.9163589,1807
Opt2,22,unconditional,39.691427465152074,0.0,0.0,37254201.47710474,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,23,proposed,40.427923580914914,1.9097952407304926,20.0,37248997.91358196,31.0,781.0,25.984650525236123,22.9163589,1807
Opt2,23,periodic,46.24719462983914,4.494189263973436,9.0,37248997.91358196,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,23,event,39.696591506932194,0.09352517985611511,3.0,37248997.91358196,1658.0,0.0,25.984650525236123,22.9163589,1807
Opt2,23,unconditional,39.69383687708684,0.0,0.0,37248997.91358196,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,24,proposed,40.24766945543923,1.837852794687327,20.0,36890831.15109968,31.0,790.0,25.984650525236123,22.9163589,1807
Opt2,24,periodic,46.088545685334914,4.494189263973436,9.0,36890831.15109968,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,24,event,39.499990551563634,0.09684560044272275,4.0,36890831.15109968,1658.0,0.0,25.984650525236123,22.9163589,1807
Opt2,24,unconditional,39.49764768610554,0.0,0.0,36890831.15109968,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,25,proposed,40.31514575907336,1.8201438848920863,20.0,37142800.60178859,31.0,795.0,25.984650525236123,22.9163589,1807
Opt2,25,periodic,46.21958639637089,4.494189263973436,9.0,37142800.60178859,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,25,event,39.63225798880573,0.09186496956281129,3.0,37142800.60178859,1663.0,0.0,25.984650525236123,22.9163589,1807
Opt2,25,unconditional,39.63040689705529,0.0,0.0,37142800.60178859,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,26,proposed,40.257622635176666,1.9236303265080243,20.0,36936443.67743783,32.0,785.0,25.984650525236123,22.9163589,1807
Opt2,26,periodic,46.092144331777654,4.494189263973436,9.0,36936443.67743783,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,26,event,39.519243122750936,0.09905921416712783,4.0,36936443.67743783,1657.0,0.0,25.984650525236123,22.9163589,1807
Opt2,26,unconditional,39.516216399022284,0.0,0.0,36936443.67743783,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,27,proposed,40.36473112577465,1.8439402324294412,20.0,37116952.80867479,29.0,798.0,25.984650525236123,22.9163589,1807
Opt2,27,periodic,46.21101246522199,4.494189263973436,9.0,37116952.80867479,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,27,event,39.619740952692055,0.09352517985611511,4.0,37116952.80867479,1661.0,0.0,25.984650525236123,22.9163589,1807
Opt2,27,unconditional,39.61759169224411,0.0,0.0,37116952.80867479,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,28,proposed,40.38249982253868,1.8616491422246817,20.0,37215214.66519869,32.0,791.0,25.984650525236123,22.9163589,1807
Opt2,28,periodic,46.23742251708837,4.494189263973436,9.0,37215214.66519869,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,28,event,39.67544909154801,0.09241837299391256,3.0,37215214.66519869,1659.0,0.0,25.984650525236123,22.9163589,1807
Opt2,28,unconditional,39.67265928267855,0.0,0.0,37215214.66519869,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt2,29,proposed,40.37937966903462,1.853901494189264,20.0,37151914.00697613,29.0,794.0,25.984650525236123,22.9163589,1807
Opt2,29,periodic,46.268645893340796,4.494189263973436,9.0,37151914.00697613,180.0,0.0,25.984650525236123,22.9163589,1807
Opt2,29,event,39.63925356911962,0.09186496956281129,3.0,37151914.00697613,1660.0,0.0,25.984650525236123,22.9163589,1807
Opt2,29,unconditional,39.63677867919982,0.0,0.0,37151914.00697613,1806.0,0.0,25.984650525236123,22.9163589,1807
Opt3,0,proposed,46.808014968503564,1.4331288343558282,20.0,38067231.772693105,70.0,831.0,30.68454248048848,21.79298305,1630
Opt3,0,periodic,52.475334897545764,4.5,9.0,38067231.772693105,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,0,event,46.46021962787217,0.024539877300613498,1.0,38067231.772693105,1589.0,0.0,30.68454248048848,21.79298305,1630
Opt3,0,unconditional,46.46003409088468,0.0,0.0,38067231.772693105,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,proposed,46.78722265331519,1.4423312883435584,20.0,37971052.76478116,69.0,817.0,30.68454248048848,21.79298305,1630
Opt3,1,periodic,52.543899490235184,4.5,9.0,37971052.76478116,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,event,46.40019126347696,0.027607361963190184,2.0,37971052.76478116,1585.0,0.0,30.68454248048848,21.79298305,1630
Opt3,1,unconditional,46.40008652637122,0.0,0.0,37971052.76478116,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,proposed,46.95999374809251,1.4429447852760737,20.0,38268860.750178784,70.0,830.0,30.68454248048848,21.79298305,1630
Opt3,2,periodic,52.63794603605495,4.5,9.0,38268860.750178784,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,event,46.58196537358466,0.025153374233128835,1.0,38268860.750178784,1588.0,0.0,30.68454248048848,21.79298305,1630
Opt3,2,unconditional,46.582209047625,0.0,0.0,38268860.750178784,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,proposed,46.84044550577413,1.4920245398773007,20.0,38113589.86671479,72.0,821.0,30.68454248048848,21.79298305,1630
Opt3,3,periodic,52.63162854942086,4.5,9.0,38113589.86671479,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,event,46.48655464087932,0.025766871165644172,1.0,38113589.86671479,1587.0,0.0,30.68454248048848,21.79298305,1630
Opt3,3,unconditional,46.48659766828348,0.0,0.0,38113589.86671479,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,proposed,46.910307378823646,1.4061349693251535,20.0,38177386.836190924,67.0,836.0,30.68454248048848,21.79298305,1630
Opt3,4,periodic,52.611070741152176,4.5,9.0,38177386.836190924,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,event,46.52570313138244,0.02638036809815951,1.0,38177386.836190924,1586.0,0.0,30.68454248048848,21.79298305,1630
Opt3,4,unconditional,46.52593322479134,0.0,0.0,38177386.836190924,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,proposed,46.76725555371157,1.4595092024539877,20.0,38015480.24736046,70.0,822.0,30.68454248048848,21.79298305,1630
Opt3,5,periodic,52.54562863033946,4.5,9.0,38015480.24736046,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,event,46.427122945148255,0.023312883435582823,1.0,38015480.24736046,1591.0,0.0,30.68454248048848,21.79298305,1630
Opt3,5,unconditional,46.42706574747409,0.0,0.0,38015480.24736046,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,proposed,46.82837278022147,1.445398773006135,20.0,38088037.81796929,69.0,828.0,30.68454248048848,21.79298305,1630
Opt3,6,periodic,52.53082939643856,4.5,9.0,38088037.81796929,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,event,46.47202417991432,0.02883435582822086,2.0,38088037.81796929,1584.0,0.0,30.68454248048848,21.79298305,1630
Opt3,6,unconditional,46.472178406666764,0.0,0.0,38088037.81796929,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,proposed,46.8762683443411,1.525153374233129,20.0,38132638.09920058,71.0,821.0,30.68454248048848,21.79298305,1630
Opt3,7,periodic,52.63580492092095,4.5,9.0,38132638.09920058,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,event,46.4990386379904,0.02638036809815951,1.0,38132638.09920058,1586.0,0.0,30.68454248048848,21.79298305,1630
Opt3,7,unconditional,46.49891035664525,0.0,0.0,38132638.09920058,1629.0,0.0,30.68454248048848,21.79298305,1630
Opt3,8,proposed,46.82857077708071,1.465644171779141,20.0,38036705.50058006,69.0,828.0,30.68454248048848,21.79298305,1630
Opt3,8,periodic,52.46130560009845,4.5,9.0,38036705.50058006,162.0,0.0,30.68454248048848,21.79298305,1630
Opt3,8,event,46.44100280486413,0.02638036809815951,1.0,38036705.50058006,1586.0,0.0,30.68454248048848,21.79298305,1630
