controller_label,fault_error_m,fault_error_ci95,recovery_time_s,rmse_m,stable_run_fraction,security_DR,security_FAR,security_AA,security_TTD_s,security_FCA_m
failure_aware,0.1725999898340262,0.0005890861853577261,0.15138888888888893,0.1685236109650727,1.0,1.0,0.00027777777777777333,1.0,0.0,0.020933779699037567
generic,0.28398565393626013,0.00022401739758972825,0.0,0.28200314674918503,1.0,1.0,0.00027777777777777333,1.0,0.0,0.0064137081085458405
pid,0.28472641673255156,0.0002239656971777362,0.0,0.2791293611256735,1.0,1.0,0.00027777777777777333,1.0,0.0,0.006414737154645733
