controller_label,fault_error_m,fault_error_ci95,recovery_time_s,rmse_m,stable_run_fraction,security_DR,security_FAR,security_AA,security_TTD_s,security_FCA_m
failure_aware,0.1505625804992217,0.00011200833988983305,0.0,0.15967731405162233,1.0,0.00034722222222221665,0.00027777777777777333,0.0,,0.005802874516405551
generic,0.3917925063446776,0.00023262780405151968,11.355555555555556,0.32251178105716,1.0,0.00027777777777777333,0.00027777777777777333,0.0,,0.04375475903287309
pid,0.39610094417764236,0.00023823500435545428,11.25138888888889,0.31935607808630645,1.0,0.00027777777777777333,0.00027777777777777333,0.0,,0.00646026637967683
